,Unnamed: 0,Oración 1,Oración 2,Similitud
0,0,el tequila es reconocida como la bebida más representativa de méxico.,el tequila representa a todas las bebidas en méxico.,0.5693782567977905
1,1,el tequila joven resulta de la mezcla del tequila blanco con alguno de los demás.,"si el tequila blanco se combinaba con algún otro, daba como resultado el tequila joven.",0.6071624755859375
2,2,esta bebida se ha ganado un lugar importante entre los símbolos de identidad nacional.,una parte de la identidad nacional es esta bebida.,0.6166110038757324
3,3,el tequila joven resulta de la mezcla del tequila blanco con alguno de los demás.,lo que se conoce como tequila joven es una mezcla de varios tequilas y tequila blanco.,0.6361454725265503
4,4,el tequila joven resulta de la mezcla del tequila blanco con alguno de los demás.,"al combinar el tequila blanco con algún otro, resulta el tequila joven.",0.6527884006500244
5,5,esta bebida se ha ganado un lugar importante entre los símbolos de identidad nacional.,es un emblema nacional tequila y ella tiene los primeros lugares.,0.6880683898925781
6,6,"asimismo, no tiene fines de lucro, es de carácter privado y tiene personalidad jurídica propia. su alcance es nacional e internacional.",los encargados de llevar a cabo este control pertenecen a una empresa privada sin fines de lucro.,0.6911153793334961
7,7,el tequila joven resulta de la mezcla del tequila blanco con alguno de los demás.,para obtener el tequila joven se combina el blanco con un poco de cualquier otro.,0.741325855255127
8,8,esta bebida se ha ganado un lugar importante entre los símbolos de identidad nacional.,este trago tiene un sitio importante entre las tradiciones de unión nacional.,0.7519251108169556
9,9,el tequila joven resulta de la mezcla del tequila blanco con alguno de los demás.,"si se mezcla tequila blanco con cualquiera de los demás, el resultado es el tequila joven.",0.7559792399406433
10,10,"a pesar de que en sus inicios se consideró como una bebida que se tomaba sola, se ha creado toda una cultura alrededor de la preparación de cocteles reconocidos en méxico y otros no tanto.","si bien, al principio, el tequila no se pensó como una bebida para combinar actualmente hay un gran número de tragos que se pueden preparar con él.",0.768003523349762
11,11,ella garantiza la confiabilidad de sus servicios debido a un certificado que se le otorgó el mes de junio de 1999.,dicha reunión está certificada desde junio del último año del siglo pasado y tiene como objetivo proporcionar calidad a lo que ofrece.,0.7881689667701721
12,12,la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,"los productores de determinados alimentos, producidas en ciertas zonas, son protegidos legalmente por una clasificación conocida como “denominación de origen”.",0.788271427154541
13,13,el tequila puede tener varios destinos como el envasado o ser enviado para la obtención de tequila reposado.,"esta bebida tiene diferentes destinos, por ejemplo, el envasado, por otro lado, se puede mandar para que se obtenga el tequila reposado.",0.7892274856567383
14,14,el tequila es reconocida como la bebida más representativa de méxico.,"en méxico, el tequila se conoce como la bebida más representativa.",0.7929326295852661
15,15,el tequila es reconocida como la bebida más representativa de méxico.,en méxico se sabe que el tequila es la bebida más ejemplar.,0.7946335077285767
16,16,esta bebida se ha ganado un lugar importante entre los símbolos de identidad nacional.,esta bebida ocupa un lugar importante entre los símbolos que identifican a la nación.,0.8001946806907654
17,17,"a pesar de que en sus inicios se consideró como una bebida que se tomaba sola, se ha creado toda una cultura alrededor de la preparación de cocteles reconocidos en méxico y otros no tanto.","desde que se invento el tequila, se consideraba como un trago que se bebía solo, pero con el tiempo se crearon tradicionales cocteles que son reconocidos en el país, pero en otros no.",0.8020796775817871
18,18,"los productores que se acogen a la denominación de origen, se comprometen a mantener la calidad de su producto en un estándar lo más alto posible y a mantener usos tradicionales.",para poder usar la denominación de origen es necesario que los productos mantengan un alto nivel calidad y seguir utilizando técnicas artesanales.,0.809096097946167
19,19,la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,la denominación de origen ha sido clasificado para proteger con legalidad a los productores de determinados alimentos en zonas específicas.,0.8104988932609558
20,20,"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.",la clasificación de 100% agave o de tequila depende de la cantidad de azúcares provenientes de esta planta que sean utilizados en la elaboración.,0.82156902551651
21,21,esta bebida se ha ganado un lugar importante entre los símbolos de identidad nacional.,"entre los símbolos de identidad nacional, esta bebida  tiene un lugar fundamental.",0.8318807482719421
22,22,el tequila es reconocida como la bebida más representativa de méxico.,en méxico la bebida más (distinguida) popular es el tequila.,0.8331188559532166
23,23,ella garantiza la confiabilidad de sus servicios debido a un certificado que se le otorgó el mes de junio de 1999.,esta organización se encarga de la seguridad de la calidad del producto mediante un certificado validado en el 99.,0.8414320945739746
24,24,hay varios productores de otras zonas que quisieran aprovechar el buen nombre que han creado los productores originales.,en otros lugares hay quienes intentan usar la fama que ya tiene esos productos para impulsar los propios.,0.8422736525535583
25,25,"al ser una bebida distinta al mezcal, se cree que no tendría relación en aspectos de elaboración con el tequila, pero es considerado como un tipo específico de mezcal.","se trata de un tipo específico de mezcal, a pesar de la creencia extendida de que su elaboración es distinta.",0.8450276851654053
26,26,"una tradición particular se encuentra en la producción del vino, que en ciertas zonas se exige utilizar la uva originaria de la misma.","hay otras bebidas que también tienen formas específicas para ser producidas, por ejemplo: con el vino es necesario usar las uvas de la misma zona en la que se produce el vino.",0.8475435376167297
27,27,"existen 10 casas tequileras que se consideran las más importantes del país, tanto por su antigüedad e importancia en el mercado y dicha lista está encabezada por tequila josé cuervo.","josé cuervo encabeza la lista de las diez casas tequileras más importantes de méxico, gracias a su tradición y a su importancia en el mercado.",0.8513795733451843
28,28,esta bebida se ha ganado un lugar importante entre los símbolos de identidad nacional.,esta bebida ha obtenido un lugar notable para ser un símbolo de identidad nacional.,0.8553512096405029
29,29,"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.",la clasificación de 100% agave o tequila depende del nivel de azúcar que tenga el agave.,0.8564796447753906
30,30,"una tradición particular se encuentra en la producción del vino, que en ciertas zonas se exige utilizar la uva originaria de la misma.","la producción de vino es una tradición particular, pues se requiere que las uvas de ciertas zonas sean originarias de las mismas.",0.8588951826095581
31,31,"una tradición particular se encuentra en la producción del vino, que en ciertas zonas se exige utilizar la uva originaria de la misma.","un mito particular se localiza en el rendimiento del vino, que en algunas zonas pide utilizar la uva natural.",0.859176516532898
32,32,"para su elaboración, primero se extraen azúcares contenidos en las piñas de agave y se separan de la fibra. después, se decide qué bebida se elaborará a partir de sus componentes.","para hacerlo, en un primer momento quitan los azúcares en las piñas del agave y los separan de la fibra. luego deciden qué bebida elaborarán a partir de sus ingredientes.",0.8596388697624207
33,33,el consejo regulador del tequila es la organización dedicada a verificar el cumplimento de la norma oficial del tequila y de promover su calidad y prestigio por excelencia.,"el organismo dedicado a verificar que se cumpla la norma oficial del tequila, así como de fomentar su calidad e influencia por excelencia se le conoce como el consejo regulador del tequila.",0.8614639043807983
34,34,"a pesar de que en sus inicios se consideró como una bebida que se tomaba sola, se ha creado toda una cultura alrededor de la preparación de cocteles reconocidos en méxico y otros no tanto.","al inicio, el tequila se tomaba solo, pero con el tiempo surgió una cultura de la preparación de cocteles, de los cuales muchos son reconocidos a nivel nacional.",0.8645340204238892
35,35,"la reserva no es propiamente una clasificación normada, aunque el distintivo se destina para designar la calidad suprema de cada casa productora.",cada casa tequilera tiene cierta calidad que les es dada por la reserva a la que pertenezcan aunque esto no es  obligatoriamente regulado.,0.8656466007232666
36,36,"asimismo, no tiene fines de lucro, es de carácter privado y tiene personalidad jurídica propia. su alcance es nacional e internacional.","se trata de una organización de alcance nacional e internacional, sin fines de lucro, de carácter privado y con personalidad jurídica propia.",0.8668934106826782
37,37,"los productores que se acogen a la denominación de origen, se comprometen a mantener la calidad de su producto en un estándar lo más alto posible y a mantener usos tradicionales.",aquellos productores que acogen la denominación de origen deben mantener los más altos estándares de calidad y ceñirse a las tradiciones.,0.8685498237609863
38,38,el nombre tequila es un término de origen controlado y que designa el destilado de agave elaborado en regiones determinadas de méxico.,el nombre tequila es muy específico y se le da al destilado de agave elaborado en distintas zonas de méxico.,0.8742970824241638
39,39,el consejo regulador del tequila es la organización dedicada a verificar el cumplimento de la norma oficial del tequila y de promover su calidad y prestigio por excelencia.,para poder seguir manteniendo estos estándares de calidad existe un organismo que se encarga de hacer efectiva la norma oficial del tequila.,0.8795205354690552
40,40,hay varios productores de otras zonas que quisieran aprovechar el buen nombre que han creado los productores originales.,"en otras regiones, se encuentran productores, los cuales quieren usar la buena reputación que los productores originales han obtenido.",0.8805380463600159
41,41,"para su elaboración, primero se extraen azúcares contenidos en las piñas de agave y se separan de la fibra. después, se decide qué bebida se elaborará a partir de sus componentes.","en las piñas del agave hay azúcar que es necesario (se debe) extraer de las fibras para fabricar el tequila. dependiendo de las características de este producto, se elige la bebida que se fabricara.",0.8810877203941345
42,42,"al ser una bebida distinta al mezcal, se cree que no tendría relación en aspectos de elaboración con el tequila, pero es considerado como un tipo específico de mezcal.","se le considera como un tipo de mezcal, pero son muy diferentes, y por tanto no tienen parecido en la preparación.",0.8828970789909363
43,43,se trata de una institución interprofesional donde se reúnen desde el 16 de diciembre de 1993 todos los agentes productivos ligados a la elaboración del tequila.,esta es una institución que afecta a varias profesiones y llevan a cabo juntas desde el dieciséis de diciembre del 1993 en donde participan los productores encargados de hacer esta bebida.,0.8858517408370972
44,44,"una tradición particular se encuentra en la producción del vino, que en ciertas zonas se exige utilizar la uva originaria de la misma.","una de las tradiciones más particulares es la producción de vino, ya que muchas veces se les exige utilizar la uva originaria y ninguna otra.",0.8866627216339111
45,45,"los productores que se acogen a la denominación de origen, se comprometen a mantener la calidad de su producto en un estándar lo más alto posible y a mantener usos tradicionales.",los productores que tienen la denominación de origen están comprometidos a conservar la calidad de su producto en los estándares más altos  y usar formas tradicionales de producción.,0.8869203329086304
46,46,"existen 10 casas tequileras que se consideran las más importantes del país, tanto por su antigüedad e importancia en el mercado y dicha lista está encabezada por tequila josé cuervo.",tequila josé cuervo encabeza la lista de las 10 casas tequileras más reconocidas de todo el país. esta denominación depende de su antigüedad e importancia en el mercado.,0.8883862495422363
47,47,el tequila puede tener varios destinos como el envasado o ser enviado para la obtención de tequila reposado.,posteriormente el tequila es envasado o destinado a la elaboración del tequila añejo.,0.8890115022659302
48,48,"existen 10 casas tequileras que se consideran las más importantes del país, tanto por su antigüedad e importancia en el mercado y dicha lista está encabezada por tequila josé cuervo.","en méxico existen diez empresas productoras de tequila estimadas como las más relevantes en el mercado por su calidad y trayectoria, entre ellas la más destaca es la josé cuervo.",0.889900267124176
49,49,hay varios productores de otras zonas que quisieran aprovechar el buen nombre que han creado los productores originales.,varios productores de otras zonas se quieren aprovechar del nombre que ha consolidado los productores de las marcas originales,0.8900934457778931
50,50,esta bebida se ha ganado un lugar importante entre los símbolos de identidad nacional.,el tequila ha logrado ser uno de los principales elementos que identifican la cultura mexicana,0.8902528285980225
51,51,"para los procesos posteriores, se clasifica en distintas clases como blanco, joven, reposado, añejo o de reserva. las clasificaciones se basan en las características de la bebida.","luego, el tequila se clasifica de acuerdo con sus características: puede ser blanco, joven, reposado, añejo o de reserva.",0.8911153674125671
52,52,"a pesar de que en sus inicios se consideró como una bebida que se tomaba sola, se ha creado toda una cultura alrededor de la preparación de cocteles reconocidos en méxico y otros no tanto.","en un principio se creía que el tequila se tomaba sin nada, pero en méxico ha emergido toda una cultura de cócteles famosos o no tanto alrededor de él.",0.8915969729423523
53,53,ella garantiza la confiabilidad de sus servicios debido a un certificado que se le otorgó el mes de junio de 1999.,se compromete a confirmar sus servicios debido a un documento que se le da el sexto mes de 1999.,0.8923309445381165
54,54,"una tradición particular se encuentra en la producción del vino, que en ciertas zonas se exige utilizar la uva originaria de la misma.",la tradición de la producción de vino exige en ciertas zonas la utilización de uva originaria de la misma área.,0.893348217010498
55,55,el tequila joven resulta de la mezcla del tequila blanco con alguno de los demás.,el tequila joven es la mezcla de tequila blanco con algún otro tipo de tequila.,0.8944246172904968
56,56,"existen 10 casas tequileras que se consideran las más importantes del país, tanto por su antigüedad e importancia en el mercado y dicha lista está encabezada por tequila josé cuervo.","en méxico hay 10 casas tequileras las cuales son las más importantes del país, esto debido a su historia y relevancia en el mercado, el primero en el ranking es josé cuervo.",0.8985850811004639
57,57,se trata de una institución interprofesional donde se reúnen desde el 16 de diciembre de 1993 todos los agentes productivos ligados a la elaboración del tequila.,"en dicha institución interprofesional ser reúne, desde 1993, la totalidad de los agentes productivos ligados a la elaboración del tequila.",0.8987399339675903
58,58,"para los procesos posteriores, se clasifica en distintas clases como blanco, joven, reposado, añejo o de reserva. las clasificaciones se basan en las características de la bebida.","para la producción siguiente, se divide en diferentes clases como blanco, nuevo, reposado, viejo, reposado. la distribución se apoya en la singularidad de la bebida.",0.8999576568603516
59,59,ella garantiza la confiabilidad de sus servicios debido a un certificado que se le otorgó el mes de junio de 1999.,esta institución se dedica a garantizar lo confiable de los servicios gracias a un certificado que se le dio en junio del 99.,0.9005338549613953
60,60,"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.","según la cantidad de glucosa  del agave que se empleó en la fabricación, la bebida puede ser agave en su totalidad o tequila.",0.9009909629821776
61,61,"asimismo, no tiene fines de lucro, es de carácter privado y tiene personalidad jurídica propia. su alcance es nacional e internacional.","así, no tiene mal uso, es privado y tiene temperamento jurídico propio, es nacional e internacional.",0.9022511839866638
62,62,"los productores que se acogen a la denominación de origen, se comprometen a mantener la calidad de su producto en un estándar lo más alto posible y a mantener usos tradicionales.",para los que son denominados productores de origen deben comprometerse a mantener la calidad de su producto lo más alta posible y mantener todo de forma tradicional.,0.9062903523445128
63,63,el nombre tequila es un término de origen controlado y que designa el destilado de agave elaborado en regiones determinadas de méxico.,"el destilado de agave que se utiliza para preparar el tequila se realiza solo en zonas específicas de méxico, por esta razón es un producto de origen registrado",0.907759726047516
64,64,la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,"cuando ciertos productos de consumo son creados solo en regiones específicas se les da denominación de origen, que es una forma que los resguarda legalmente.",0.9085816144943236
65,65,la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,para proteger legalmente a los productores del algunos alimentos que se producen en diferentes zonas asignadas se les da lo que es conocido como denominación de origen.,0.9087749719619752
66,66,el tequila puede tener varios destinos como el envasado o ser enviado para la obtención de tequila reposado.,el tequila tiene varios fines como envasarse o ser dirigido para crear tequila reposado.,0.9094709157943726
67,67,"para los procesos posteriores, se clasifica en distintas clases como blanco, joven, reposado, añejo o de reserva. las clasificaciones se basan en las características de la bebida.","dependiendo de las características de la bebida y de los procesos que sigan puede clasificarse como blanco, joven, reposado, añejo o de reserva.",0.912721574306488
68,68,"al ser una bebida distinta al mezcal, se cree que no tendría relación en aspectos de elaboración con el tequila, pero es considerado como un tipo específico de mezcal.","aunque el tequila y el mezcal parecen ser diferentes, la realidad es que el tequila es una especie de mezcal.",0.9135006070137024
69,69,"la reserva no es propiamente una clasificación normada, aunque el distintivo se destina para designar la calidad suprema de cada casa productora.","el apartado no es particularmente una separación normada, aunque es característico envíar para decidir la calidad máxima de cada empresa.",0.914307713508606
70,70,hay varios productores de otras zonas que quisieran aprovechar el buen nombre que han creado los productores originales.,hay diferentes productores de otros lugares que quisieran utilizar la fama que han creado los primeros productores.,0.9151246547698976
71,71,"los productores que se acogen a la denominación de origen, se comprometen a mantener la calidad de su producto en un estándar lo más alto posible y a mantener usos tradicionales.","los productores que aceptan la denominación de origen se comprometen a mantener usos tradicionales, así como conservar los estándares de calidad más elevados.",0.9172215461730956
72,72,"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.",se puede clasificar como puro de agave o tequila según sea el porcentaje de azúcares que tenga la planta para su elaboración.,0.917578101158142
73,73,ella garantiza la confiabilidad de sus servicios debido a un certificado que se le otorgó el mes de junio de 1999.,en junio de 1999 se otorgó un certificado que garantiza la confiabilidad de sus servicios.,0.9180137515068054
74,74,ella garantiza la confiabilidad de sus servicios debido a un certificado que se le otorgó el mes de junio de 1999.,sus servicios se consideran fiables gracias a un certificado que en junio de 1999 le fue otorgado.,0.919288456439972
75,75,"asimismo, no tiene fines de lucro, es de carácter privado y tiene personalidad jurídica propia. su alcance es nacional e internacional.","su alcance tanto nacional e internacional se debe a que no tiene fines de lucro, es de carácter privado y tiene una figura jurídica propia.",0.9196761250495912
76,76,"existen 10 casas tequileras que se consideran las más importantes del país, tanto por su antigüedad e importancia en el mercado y dicha lista está encabezada por tequila josé cuervo.","tequila josé cuervo, encabeza la lista de las 10 casas tequileras más importantes en el país por su antigüedad e importancia en mercado.",0.9253697395324708
77,77,"existen 10 casas tequileras que se consideran las más importantes del país, tanto por su antigüedad e importancia en el mercado y dicha lista está encabezada por tequila josé cuervo.","son diez casas tequileras que se piensan son las mejores del país, tanto por sus años y reconocimiento en el mercado, y en esta lista está en primer lugar tequila josé cuervo.",0.9261652231216432
78,78,hay varios productores de otras zonas que quisieran aprovechar el buen nombre que han creado los productores originales.,el renombre creado por los productos originales provoca que los productores de otras zonas quieran aprovecharlo.,0.9285560846328736
79,79,"la reserva no es propiamente una clasificación normada, aunque el distintivo se destina para designar la calidad suprema de cada casa productora.","si bien la reserva no es una clasificación normada, sirve como distintivo para la calidad de cada casa productora.",0.9292839765548706
80,80,se trata de una institución interprofesional donde se reúnen desde el 16 de diciembre de 1993 todos los agentes productivos ligados a la elaboración del tequila.,se conoce como una institución interprofesional en donde se juntan todos los productores ligados a elaborar tequila desde 16 de diciembre 1993.,0.9295620322227478
81,81,la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,los productores de algunos alimentos que se dan en ciertas zonas del país se resguardan bajo la ley la cual se conoce como denominación de origen.,0.9299198985099792
82,82,"al ser una bebida distinta al mezcal, se cree que no tendría relación en aspectos de elaboración con el tequila, pero es considerado como un tipo específico de mezcal.","uno podría pensar que el mezcal y el tequila no tienen nada que ver en cuanto a elaboración, pero el tequila es un tipo muy especifico de mezcal.",0.9309951066970824
83,83,se trata de una institución interprofesional donde se reúnen desde el 16 de diciembre de 1993 todos los agentes productivos ligados a la elaboración del tequila.,"a finales de los 90’ se estipulo una reunión, que desde entonces se realiza a mediados de diciembre, en la que se congregan todos los implicados en la  producción del tequila.",0.931790828704834
84,84,"para los procesos posteriores, se clasifica en distintas clases como blanco, joven, reposado, añejo o de reserva. las clasificaciones se basan en las características de la bebida.","debido a sus peculiaridades se catalogan en blanco, añejo, de reserva o reposado.",0.9342013001441956
85,85,"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.","según su porcentaje de azúcar que proviene del agave que se usa para su preparación, en ocasiones se califica cien porcientos agave o tequila.",0.9347370862960817
86,86,se trata de una institución interprofesional donde se reúnen desde el 16 de diciembre de 1993 todos los agentes productivos ligados a la elaboración del tequila.,"se trata de una institución interdisciplinaria la cual data del 16/12/1993, aquí se juntan todos los productores asociados a la elaboración del tequila.",0.9367368817329408
87,87,el nombre tequila es un término de origen controlado y que designa el destilado de agave elaborado en regiones determinadas de méxico.,únicamente el destilado de agave elaborado en ciertas regiones de méxico puede ser llamado tequila.,0.9380714893341064
88,88,el tequila joven resulta de la mezcla del tequila blanco con alguno de los demás.,el tequila nuevo resulta de la combinación con el tequila blanco con algunos otros.,0.9382768273353576
89,89,el tequila puede tener varios destinos como el envasado o ser enviado para la obtención de tequila reposado.,el tequila puede ser envasado o bien puede utilizarse para la producción de tequila reposado.,0.9387909173965454
90,90,"para su elaboración, primero se extraen azúcares contenidos en las piñas de agave y se separan de la fibra. después, se decide qué bebida se elaborará a partir de sus componentes.","para elaborarlo, primero se debe extraer azúcares de las piñas de agave y separarlos de la fibra. a continuación, se decide qué bebida será elaborada.",0.9426409006118774
91,91,"para los procesos posteriores, se clasifica en distintas clases como blanco, joven, reposado, añejo o de reserva. las clasificaciones se basan en las características de la bebida.","para su desarrollo posterior, se puede calificar de diferentes maneras tales como, blanco, joven, reposado, añejo o de reserva. este ranking se basa según los componentes de la bebida.",0.944913387298584
92,92,"una tradición particular se encuentra en la producción del vino, que en ciertas zonas se exige utilizar la uva originaria de la misma.","una tradición cotidiana se haya en la elaboración del vino, ya que en algunas partes del país se obligan a usar la uva procedente de ese mismo lugar.",0.9452847242355348
93,93,el nombre tequila es un término de origen controlado y que designa el destilado de agave elaborado en regiones determinadas de méxico.,el apelativo del tequila concluye en único y es destilado de agave producido en lugares específicos de méxico.,0.9470762014389038
94,94,"existen 10 casas tequileras que se consideran las más importantes del país, tanto por su antigüedad e importancia en el mercado y dicha lista está encabezada por tequila josé cuervo.",hay 10 casas tequileras consideradas como las más reconocidas del país por su antigüedad e importancia en los mercados encabezando dicha lista el tequila josé cuervo.,0.9484792947769164
95,95,hay varios productores de otras zonas que quisieran aprovechar el buen nombre que han creado los productores originales.,existen productores que quieren aprovechar el prestigio que han obtenido los productores originales.,0.9487718939781188
96,96,"la reserva no es propiamente una clasificación normada, aunque el distintivo se destina para designar la calidad suprema de cada casa productora.","la reserva no es una clasificación estandarizada, pero el reconocimiento se da para nombrar la calidad más alta de cada una de las casas productoras.",0.9495662450790404
97,97,"para los procesos posteriores, se clasifica en distintas clases como blanco, joven, reposado, añejo o de reserva. las clasificaciones se basan en las características de la bebida.","se divide en distintas clases: blanco, joven, añejo, de reserva según los procesos posteriores. las clasificaciones están basadas en las características del producto.",0.9497484564781188
98,98,el tequila es reconocida como la bebida más representativa de méxico.,"en méxico, el tequila es la bebida más representativa.",0.9513586163520812
99,99,"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.",se clasifica como 100% agave o tequila con base en el porcentaje de los azúcares provenientes del agave que se utilice en su preparación.,0.951699674129486
100,100,"al ser una bebida distinta al mezcal, se cree que no tendría relación en aspectos de elaboración con el tequila, pero es considerado como un tipo específico de mezcal.","a ser algo diferente al mezcal, se considera que no tiene igualdad en su preparación con el tequila pero es parecido con el mezcal.",0.951987624168396
101,101,el consejo regulador del tequila es la organización dedicada a verificar el cumplimento de la norma oficial del tequila y de promover su calidad y prestigio por excelencia.,la organización que se dedica a verificar el cumplimiento de la norma oficial del tequila como a cuidar su calidad y excelente prestigio es el consejo regulador del tequila.,0.9530391693115234
102,102,el nombre tequila es un término de origen controlado y que designa el destilado de agave elaborado en regiones determinadas de méxico.,"el nombre de esta bebida es un término moderado, este denota el destilado de agave que se prepara en ciertos lugares de méxico.",0.9544928669929504
103,103,"asimismo, no tiene fines de lucro, es de carácter privado y tiene personalidad jurídica propia. su alcance es nacional e internacional.","algunas de sus características son su alcance nacional e internacional, es privada, no tiene fines de lucro y posee personalidad jurídica propia.",0.9556549191474916
104,104,el tequila puede tener varios destinos como el envasado o ser enviado para la obtención de tequila reposado.,el tequila tiene muchos destinos como el envasado o la obtención de tequila reposado.,0.9569627046585084
105,105,"una tradición particular se encuentra en la producción del vino, que en ciertas zonas se exige utilizar la uva originaria de la misma.","entre las tradiciones en la producción de bebidas alcohólicas, destaca la del vino, que en ocasiones exige utilizar uvas de la misma zona donde se elabora.",0.9585018157958984
106,106,"la reserva no es propiamente una clasificación normada, aunque el distintivo se destina para designar la calidad suprema de cada casa productora.","la reserva no tiene propiamente una clasificación estándar, pero el distintivo se envía para, de cada casa productora, designarlas como de calidad suprema.",0.9587681889533995
107,107,el tequila puede tener varios destinos como el envasado o ser enviado para la obtención de tequila reposado.,el tequila tiene varios destinos como por ejemplo el envasado o la obtención de tequila reposado.,0.9591166377067566
108,108,hay varios productores de otras zonas que quisieran aprovechar el buen nombre que han creado los productores originales.,muchos productores de diferentes zonas que les gustaría poder tener el prestigio que han creado los productos originales.,0.959500253200531
109,109,el consejo regulador del tequila es la organización dedicada a verificar el cumplimento de la norma oficial del tequila y de promover su calidad y prestigio por excelencia.,"el cumplimento de la norma oficial del tequila es vigilado por el consejo regulador del tequila, que asimismo promueve su prestigio y calidad.",0.9601496458053588
110,110,"para los procesos posteriores, se clasifica en distintas clases como blanco, joven, reposado, añejo o de reserva. las clasificaciones se basan en las características de la bebida.","para los siguientes procesos, se toman las características de la bebida para clasificarse como blanco, joven, reposado, añejo, o de reserva.",0.9611080884933472
111,111,el tequila puede tener varios destinos como el envasado o ser enviado para la obtención de tequila reposado.,el tequila tiene diferentes finalidades como embotellar o ser llevado para la elaboración de tequila reposado.,0.9618242383003236
112,112,"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.","dependiendo de la cantidad de azúcares extraídos del agave que se ocupe en la producción, se puede determinar como 100%  agave o tequila.",0.9647234082221984
113,113,"para su elaboración, primero se extraen azúcares contenidos en las piñas de agave y se separan de la fibra. después, se decide qué bebida se elaborará a partir de sus componentes.","para la preparación, en primer lugar, se saca el azúcar dentro de las piñas de agave y este se despega de la fibra. en segundo lugar, se dictamina que bebida se va a preparar según sus componentes.",0.9654360413551332
114,114,"para su elaboración, primero se extraen azúcares contenidos en las piñas de agave y se separan de la fibra. después, se decide qué bebida se elaborará a partir de sus componentes.",primeramente se extraen los azúcares que contiene las piñas del agave  y se separan las fibras para su elaboración y después se decide la bebida que se elaborara a partir de sus componentes.,0.9672820568084716
115,115,el consejo regulador del tequila es la organización dedicada a verificar el cumplimento de la norma oficial del tequila y de promover su calidad y prestigio por excelencia.,la organización del consejo regulador del tequila se dedica a verificar el complimiento de la norma oficial del tequila así como promover su calidad y su prestigio de excelencia.,0.9677825570106506
116,116,"para su elaboración, primero se extraen azúcares contenidos en las piñas de agave y se separan de la fibra. después, se decide qué bebida se elaborará a partir de sus componentes.","su producción consiste en extraer azúcares contenidos en las piñas de agave y en separar de la fibra, finalmente se decide qué bebida se elaborará a partir de sus componentes.",0.9680892825126648
117,117,el tequila es reconocida como la bebida más representativa de méxico.,la bebida más emblemática de méxico es reconocida por el nombre de tequila.,0.970367431640625
118,118,"la reserva no es propiamente una clasificación normada, aunque el distintivo se destina para designar la calidad suprema de cada casa productora.","el distintivo se usa para estimar la calidad de cada casa productora, esto quiere decir que la categorización de la reserva no está normada.",0.9712125062942504
119,119,"para su elaboración, primero se extraen azúcares contenidos en las piñas de agave y se separan de la fibra. después, se decide qué bebida se elaborará a partir de sus componentes.","para su producción, 1ro se separan los azúcares que tienen las piñas de agave y se extrae la fibra. a continuación se determina que bebida se preparara a partir de sus ingredientes.",0.9727288484573364
120,120,el consejo regulador del tequila es la organización dedicada a verificar el cumplimento de la norma oficial del tequila y de promover su calidad y prestigio por excelencia.,el crt es quien regula y examina el cumplimiento de la norma oficial del tequila y de procurar su calidad y reputación por relevancia.,0.9743523001670836
121,121,la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,la designación de origen es una lista que se utiliza para cuidar legalmente a los creadores de ciertos alimentos que se elaboran en un lugar específico.,0.9750592708587646
122,122,el nombre tequila es un término de origen controlado y que designa el destilado de agave elaborado en regiones determinadas de méxico.,"el destilado de agave elaborado en regiones determinadas de méxico es nombrado por tequila, un término de origen controlado.",0.9754694700241088
123,123,se trata de una institución interprofesional donde se reúnen desde el 16 de diciembre de 1993 todos los agentes productivos ligados a la elaboración del tequila.,es una institución interprofesional donde se reúnen todos los agentes productivos ligados a la elaboración del tequila desde el 16 de diciembre de 1993.,0.9763312935829164
124,124,ella garantiza la confiabilidad de sus servicios debido a un certificado que se le otorgó el mes de junio de 1999.,ella mantiene la credibilidad de sus servicios gracias a un certificado que se le entregó el sexto mes del año de 1999.,0.97664612531662
125,125,se trata de una institución interprofesional donde se reúnen desde el 16 de diciembre de 1993 todos los agentes productivos ligados a la elaboración del tequila.,se trata de una fundación interprofesional donde se concentran desde el dieciséis de diciembre de mil novecientos noventa y tres todos los representantes beneficiados relacionados a la producción del tequila.,0.9767383933067322
